CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
665,2,0,53.16170349819415,2,142378.36494137163,1,0.2303950715145644,0.0,102979.70282454463
568,1,0,51.241245066865844,3,111091.63853030643,1,0.0,0.0,11487.058586143712
549,1,1,36.10861715978852,7,73244.8671705177,2,1.0,0.0,89647.10079925845
673,0,0,42.78004716951534,7,0.0,1,0.30889412994614884,0.0,184058.7848431668
544,2,0,44.28487641784031,3,116193.44283877923,2,1.0,0.0,56008.37449352263
522,1,0,45.0,3,108819.74804488405,1,0.05180149325693262,0.9481985067430674,155433.86704843002
776,2,1,42.698734274715264,4,119501.2767549844,1,0.5132489516476845,1.0,177391.59345607136
548,0,0,29.595350041160586,7,183003.26191805387,1,0.7023249794197068,0.0,116384.74500956951
583,0,1,51.70393850711169,8,0.0,1,0.8519692535558417,0.8519692535558417,106454.87904364885
688,2,0,42.72069304550737,5,119278.64800775667,1,0.3566089128743861,0.6433910871256139,47934.35034097329
582,0,0,37.35257584904355,8,0.0,1,0.7386026834396051,0.2613973165603949,97638.51129263194
534,0,0,35.53401427221661,7,0.0,1,0.9465985727783387,0.0,171884.78319847412
610,2,0,45.252373507745176,5,110535.79690281946,1,0.27369649963118203,0.0,177749.18775491338
683,1,0,39.462225066369214,9,143900.460260227,1,0.7803178666241737,0.21968213337582632,72752.65946971464
566,0,0,55.898166785352224,5,106291.06612021448,2,1.0,1.0,121926.44455162775
633,0,0,41.353873003991524,5,50405.73477606933,1,1.0,0.7964517695378094,115410.27439789203
667,2,0,38.34111812714181,5,138502.32310353965,1,1.0,0.5470629909184421,116836.34322650598
519,1,0,54.198658748644895,3,0.0,1,0.6499520981658891,0.35004790183411094,135870.52838440237
759,0,0,55.78391381840547,4,0.0,1,1.0,0.7537682020450523,62684.499608978665
575,0,0,36.35406432166286,8,0.0,2,1.0,0.3779908111910194,132786.77995026755
552,0,0,46.299603390389024,1,107167.13875802052,3,1.0,0.0,60953.84918225791
751,1,0,38.996914275102185,4,0.0,1,0.7496142843877734,0.0,28089.19624991569
696,1,0,42.82050428345761,5,138437.07722676083,1,0.2724369645677993,0.0,59924.198367834644
683,0,0,37.259744800366356,1,0.0,1,0.6298724001831789,0.3701275998168211,135156.35772142123
754,1,0,34.322737626034915,6,156775.0710715727,1,0.6402105866180704,0.3597894133819296,134116.7128861774
589,0,0,37.739490212806516,0,0.0,1,0.5941879077997284,1.0,8019.152230364166
829,0,0,23.266053060043124,8,0.0,1,1.0,0.02956145111590258,19781.144212187402
748,1,0,53.0664923697966,8,148580.3938168654,1,0.11238593229152583,0.0,154716.7875155274
701,1,0,41.38897049648299,6,127470.38207436413,1,0.2685049172528353,1.0,6164.973316465747
797,1,1,55.43161583283902,6,134887.92150571808,3,0.5075982407956643,0.5075982407956643,152758.59544462446
622,0,0,33.79597345241835,7,0.0,2,0.8367296861437858,0.8367296861437858,19230.00515586953
536,0,1,47.854270353891906,5,120308.65527353164,1,0.8363243362702721,0.0,72508.3439812512
727,0,0,38.06131767312773,4,0.0,1,0.7230453818753901,0.0,28080.39009923267
636,1,0,35.65798217795239,1,137982.7535644229,1,0.934201782204761,0.934201782204761,172184.70929677863
676,0,0,47.0,3,0.0,1,0.29401473394918154,0.7059852660508185,107414.35895176961
453,0,0,73.7569942745485,6,88746.07979524233,1,0.23820943547561613,0.0,189195.39888991247
640,0,1,50.3320485040257,4,101920.67512722805,1,0.3886747506709505,0.6113252493290495,177374.4481989155
521,1,0,39.112597105940665,5,122125.71773073626,1,0.5562985529703321,0.0,197519.6744730739
593,1,0,47.0436508409162,7,156021.9376479679,2,1.0,0.0,13231.22200803263
607,1,0,35.354678838675056,5,113031.68238057196,1,1.0,0.5886697096687632,110258.78067978175
671,2,1,38.30702517923724,6,109390.60727928978,1,1.0,0.0,114940.90076022968
597,2,0,33.75685061659879,6,130978.89848287756,1,0.475685061659879,0.524314938340121,9576.618113555016
691,0,0,59.555495935783554,5,101076.89638799662,1,0.9629579946486296,0.037042005351370366,177372.84191540198
578,0,1,41.861485128406486,5,30046.40108573794,1,0.392314358949189,1.0,173120.21781297555
598,0,0,42.98338722046057,4,0.0,2,1.0,1.0,100733.12225803641
535,0,0,55.13993156089966,2,131479.36133034521,1,0.8411073089388701,0.1588926910611299,82177.52511670707
758,2,0,34.75528088048167,5,106508.39394288734,1,0.0,1.0,138067.85550107743
688,2,0,42.26719676301634,6,116764.83919568383,1,0.34160040462295815,0.0,174099.91264872413
611,2,1,40.720601265347305,10,144734.12740016455,1,1.0,0.0,22773.28361753953
585,1,0,43.357701133868346,8,137775.7591418068,1,0.5596168556447239,0.44038314435527615,134164.6318090623
613,1,1,46.23476152744981,6,112927.85392966612,1,1.0,0.0,149462.8556198518
647,2,0,32.37288999852697,7,107327.49176922372,1,0.3488704166052904,0.3488704166052904,179787.14076033077
773,2,0,33.075638035441486,3,124427.67192802792,1,0.07683128824582064,1.0,52364.15777448185
659,0,0,45.82657273956682,2,0.0,1,1.0,0.2066431848917053,182800.84396511252
751,1,0,48.0,5,108646.22476490404,1,1.0,0.12589088197416953,184559.63184690342
614,0,0,50.18274684842298,5,0.0,1,1.0,0.030457808070496806,93589.46273022502
714,0,0,55.72665422902332,3,0.0,1,0.9091234616303516,0.0,130812.66108554664
609,0,0,50.70935008276853,7,105261.27555998502,1,1.0,0.8546750413842635,166077.8439291739
669,1,0,44.80834902000345,4,174979.804128156,1,0.6305560309091953,0.0,101793.92115125537
781,0,0,48.5386940674463,6,177090.71509207928,3,0.7472361380395502,0.0,6623.774146787475
665,0,0,58.392811241919205,5,0.0,1,1.0,0.0,28129.235899020212
535,2,0,46.70333235527917,7,100228.93572259968,1,1.0,0.4629165444098965,193914.68578413138
577,1,0,34.15336931714434,4,121305.59690006562,1,1.0,0.7372192235713048,19993.201430632085
438,2,0,40.708345533815276,3,137019.53079782057,1,0.0,0.0,149703.0114170936
644,0,0,46.64150616554395,2,0.0,2,0.5283012331087905,0.0,116873.71614775737
520,0,0,48.195675728754296,4,83049.09759497913,1,0.0,0.0,62445.98769728321
623,0,1,43.18148266474488,3,0.0,1,1.0,0.6761573334534453,12887.016449393666
555,0,0,61.693770006030945,2,123864.92787917577,1,1.0,0.9077508002412379,111545.3750896676
540,0,0,44.56793460416313,8,144821.03524778681,1,1.0,0.2702294884263188,60039.61388284447
481,0,0,48.883708228781465,7,118919.16574402462,1,0.26453647140231684,0.0,56512.73355714487
772,2,1,42.0,3,75075.31,2,1.0,0.0,92888.52
771,1,0,47.87571697483155,7,116026.43815356081,1,0.6405353781460564,0.0,190180.95488375291
741,1,0,51.257503645447855,6,141173.43376448582,1,0.8583694067196584,0.14163059328034155,93675.52608009956
666,0,1,52.34792275702488,6,0.0,1,0.767396137851244,0.0,33487.31723514615
546,1,1,30.617082126190528,3,135468.0722594388,1,0.11550586615646619,0.0,112608.07405237533
665,1,0,49.02168183008362,6,143116.11761456725,1,1.0,0.6738939433612066,141794.49205579422
644,1,0,66.1503665323625,4,136752.7235804149,1,0.22043788489261396,0.779562115107386,94327.43734804407
641,0,0,40.59769444165476,8,139789.23379284615,1,1.0,0.0,93691.57167953232
661,0,0,56.03899926006393,5,162837.13605061703,1,1.0,0.8679666420021311,84449.7387177757
556,2,1,39.00126707886838,2,90985.27471693537,1,1.0,0.4996832302829042,189918.39285407204
566,0,0,44.49075099587095,6,0.0,1,0.0,0.0,62445.134102358476
593,0,0,45.00580926795628,8,183785.07383870162,1,1.0,0.0,94683.25556313101
658,0,0,44.10435250737144,0,0.0,1,0.3765882686637354,0.3765882686637354,179022.8307041924
562,0,0,43.0294453292715,5,0.0,2,0.029445329271504117,0.029445329271504117,125119.92138659293
502,0,0,47.23581296108151,1,91762.80690120235,2,1.0,0.558953240270377,133660.02729802972
594,0,0,33.72787446805819,8,127749.81816012441,1,0.6636062765970906,0.6636062765970906,151805.3182925704
748,0,0,40.89945556514967,4,0.0,1,0.5190216935785558,0.5190216935785558,68570.18185188009
776,0,0,30.518417714887093,4,137824.86468289528,1,0.9792632914045163,0.02073670859548371,4972.146882841342
553,0,0,42.125462972268785,2,0.0,1,1.0,0.6963624325330305,49782.32990955388
745,0,0,46.23245337938603,4,97096.10730436706,1,0.6719761379270511,0.0,98410.28727865238
572,2,0,41.27795523082234,9,128600.62066490631,1,1.0,0.0,62779.79040833122
693,1,0,40.563974824393824,4,135230.8214330918,2,1.0,0.2563974824393823,3839.8729753476623
765,0,0,40.75027182947177,5,0.0,1,1.0,0.0,28270.37122157034
475,0,0,49.6542203244819,2,99515.0536616206,1,1.0,0.0,118453.2805776685
590,1,0,29.967427664781425,2,32017.96774005625,1,1.0,0.0,100456.11783431453
632,1,1,49.75936333765498,6,172945.61178229435,1,0.705396667059544,0.0,33752.83853744743
619,1,0,43.810935492270005,7,0.0,2,1.0,0.2587050703242867,158699.2340267705
512,1,0,36.725089966985585,1,0.0,1,0.025896070249485148,0.9741039297505149,135497.72979444565
594,2,1,40.426058723266664,9,131037.22443384393,3,0.2852117446533321,0.7147882553466679,6551.1224844891785
759,2,0,40.0793989975655,3,135023.54835586678,1,1.0,0.0,102655.24838399542
376,0,0,45.96957743656845,6,0.0,1,1.0,0.0,157331.7948184051
649,2,0,37.28321908380967,8,133239.14539606057,3,1.0,0.7167809161903326,71204.28518856117
702,1,0,58.61218229596025,3,121146.69542958052,2,0.11858966767674994,0.0,144722.0802598476
689,0,0,49.49837736171777,8,123268.02796511068,2,0.40635141489263915,0.5936485851073608,130861.24311012427
615,1,1,47.39213717591902,7,107880.92708222174,1,0.39213717591901953,0.6078628240809805,157723.5063335148
673,1,0,34.966356949736465,7,136944.5669443966,1,1.0,0.0,141280.87352163537
616,0,0,45.67647214349241,6,16207.020807026604,1,0.0,0.323527856507589,160991.29655552382
632,0,1,41.10067233769641,8,171001.65635986143,1,0.8100672337696408,0.18993276623035915,189115.12009989377
628,1,0,47.187468103841915,7,116323.31360095991,2,1.0,1.0,84644.87434829734
610,0,1,50.066487040512804,8,187222.53355021874,1,1.0,0.0,94179.43311132805
678,1,0,48.52801761049042,6,193145.01985251508,1,1.0,0.0,184186.47604916498
634,1,0,56.705746629098414,5,119440.9123614965,4,0.34114932581968305,0.34114932581968305,136640.47750850982
681,0,0,44.504974058835046,6,96575.77067474154,1,0.2524870294175232,0.2524870294175232,132090.9803397101
520,0,1,30.35070634620194,6,0.0,1,0.45023544873398,0.0,198231.90863756923
635,2,0,40.21470442281925,6,130297.54388806458,1,1.0,0.5476469615212838,46388.498231415004
688,1,0,55.61155195813506,5,137281.56983809161,1,1.0,0.0,142621.96605857287
704,0,0,46.820928785706116,3,168151.1985699259,1,1.0,0.3631785357156472,143026.96289298456
699,0,0,41.89907937368165,4,0.0,1,0.0,0.025230156579586938,126350.31103460537
646,1,1,44.476810274721046,6,152350.303477855,3,0.174396575092985,0.825603424907015,108428.78425370534
565,0,0,33.26017204436925,0,148093.71787550987,1,1.0,0.0,191567.94644094392
669,1,0,49.74262372983286,7,107217.43586607317,2,1.0,0.3762293783611911,29625.84916800283
730,0,0,42.223250972429184,6,106033.81122153453,1,0.9255830091902718,0.0,194445.83117881644
541,2,0,52.920862563517446,3,135074.3360471692,2,0.4969562524429786,0.4969562524429786,173647.8752086352
558,2,1,46.648447303232714,3,135373.7626326423,1,1.0,0.6621118258081792,18015.259048987213
596,2,0,41.66061243376358,3,110013.64098379816,1,1.0,1.0,191789.9506598498
583,2,0,57.39790088202227,7,119321.27327788054,1,1.0,0.12620530958011933,65355.704326836356
614,0,0,52.472694366892334,3,46079.124575003385,1,0.501820375540511,0.49817962445948905,62074.994501855115
670,2,0,36.249414789369595,3,117180.28125964885,1,1.0,0.5623536973423979,50443.06252326756
633,2,0,56.67938523695918,6,110278.5502071603,1,0.6603073815204129,0.3396926184795871,134899.00122269092
684,1,0,50.77666946623085,4,115246.79170179048,1,0.2809805568371089,0.0,75789.45005527661
637,0,0,43.44384159365852,2,55046.126305070466,1,1.0,0.0,110679.82461508302
630,0,1,51.002247871381996,6,0.0,1,1.0,0.7501123935690999,141988.9350088062
702,0,0,55.72500126475464,5,0.0,1,0.6437501053962199,0.0,18020.10473774453
594,0,1,42.65822585318188,2,0.0,3,0.17721505687879202,1.0,106179.55037610677
676,0,0,55.0,3,44191.98266168755,1,0.6951198159457673,0.3048801840542327,66375.21150437366
611,2,0,38.24360973995918,3,107873.20749287256,1,0.3837593506693877,0.3837593506693877,69487.51770602782
725,0,1,45.58560732942078,0,108255.66318637642,3,1.0,0.5171214658841564,184292.9407354045
656,1,0,41.17097733778466,5,95416.53623632823,1,0.6096742207384453,1.0,116209.97373902754
729,1,0,56.18156288607058,8,148289.77313537532,1,0.0909374571032685,0.0909374571032685,155266.40567780452
647,2,0,46.825257290065366,0,126475.72591529545,1,0.9708762150108947,1.0,38759.21397981616
798,0,0,40.2308922564927,6,0.0,1,1.0,0.23089225649270084,137381.2149176968
699,1,0,48.196180856502224,0,163323.65548389187,1,0.0,0.09809042825111125,157237.3492412267
559,0,1,49.76822710285037,1,0.0,1,0.553645420570074,0.0,128955.14879491524
714,2,1,38.04378557676418,2,151074.73513145873,1,0.5506904914706467,0.44930950852935325,174886.92546535176
720,2,0,35.27733517871313,3,100400.56886146619,2,1.0,0.0,48282.014930576705
526,0,0,48.75960769871169,1,92679.04449487061,1,0.7877224847144856,0.0,101102.40511067284
554,2,0,44.47986515221532,3,124385.57242009963,1,1.0,1.0,41463.62600512995
615,0,0,42.70780844041004,3,118440.56836022905,1,0.4747211271282129,0.4747211271282129,158448.96518826435
759,2,0,38.80874853509259,2,105905.54065083041,1,1.0,0.7416073521296299,134661.05356971017
665,0,0,40.71657601029919,7,0.0,1,1.0,1.0,11933.78472578599
566,0,0,52.795207137158826,3,150644.54570560044,1,0.8996005947632358,0.10039940523676416,156991.34791907624
694,2,0,27.308404521270745,1,108374.17170749058,1,0.21806742021179115,0.0,60301.67422166192
584,1,0,44.60928207830278,2,0.0,1,0.19535896084860838,0.0,125925.85158630913
461,2,1,51.47472680352349,3,117224.10949486843,1,1.0,0.08674863550138157,43033.70839842639
628,1,0,44.89111029389315,8,135021.54632088757,3,1.0,1.0,71567.14217371709
507,0,1,44.771620957960465,5,68679.29103550105,1,1.0,0.057094760509883935,192737.16469282683
684,0,1,67.40108477413892,6,0.0,1,1.0,0.6728258885580842,198211.41988980747
718,0,1,43.40872733901827,2,0.0,1,1.0,0.0,196498.2399239023
601,2,0,44.546357715053574,3,111040.61246620468,2,0.6627857327436636,0.0,16554.76703083068
722,1,0,52.81965845270051,5,77411.654013603,1,0.409829226350256,0.409829226350256,149279.0645622155
623,2,0,45.6497282647989,5,109846.35103591121,2,1.0,0.5772974304728272,148787.89505701378
681,1,0,45.61578924252411,3,176832.19377626292,1,0.20087718014022826,0.0,29777.69220127538
602,1,0,44.66842562972586,3,68578.3654946856,2,0.6942978641895114,0.0,186655.35037831776
689,1,0,41.55898966405842,1,156795.47437118905,1,0.5245005742189764,1.0,194590.77983551502
590,2,0,39.08879143811436,5,161235.5887100002,2,0.6518680936476059,0.6518680936476059,118370.83322633164
614,1,0,41.10258491557736,8,155260.40030549455,1,1.0,0.7794830168845285,124354.79997458757
485,1,0,55.98834089330961,6,135557.24160646505,2,0.7671707184490608,0.7671707184490608,172111.02726072937
569,0,0,65.4537748652217,1,0.0,1,0.9726887432610853,0.027311256738914658,130805.2192894114
476,0,0,44.284951308019544,9,135653.07412226332,2,0.28584144866340944,0.0,177812.8268602147
674,0,0,29.56443558069561,4,0.0,1,0.9288892917865632,0.9288892917865632,144419.16362269927
593,0,0,54.77817516024653,9,0.0,2,1.0,0.0,150020.89827955238
482,0,0,39.743294475224076,5,0.0,1,1.0,0.0,170519.38219639054
701,2,1,37.80944174483352,5,112456.3367036419,1,1.0,0.0,128608.72912656916
643,0,1,55.177884305894196,5,0.0,1,1.0,0.0,33926.19913376151
536,2,0,46.39461092148812,2,116954.13007437618,1,1.0,0.0,43692.68326108683
723,1,0,40.315001343132074,7,0.0,1,0.929791722630503,0.07020827736949697,58364.87960626889
733,2,0,45.57350213801024,6,102731.83839065243,1,0.0521365580009312,0.9478634419990688,147555.1234697788
696,2,0,34.17817660231873,5,116831.90798068982,1,0.0,0.06930450601874871,190762.25768052266
594,0,1,38.717932801437875,6,0.0,2,0.4564134397124243,0.4564134397124243,56004.779666222246
601,0,0,53.974403102492225,4,131964.01436267188,2,0.390310938750432,0.609689061249568,66553.8354250736
641,1,0,49.76761762243664,5,126527.10886742306,1,0.7441274591877872,0.0,109507.70865711424
633,2,0,55.07969475055734,2,117546.9819162962,1,0.0,0.5929232206210198,24103.92846431431
537,0,0,46.6776815411177,2,0.0,1,1.0,0.0,21213.51121247448
432,0,0,73.34349133577702,6,88453.72305577317,1,0.22673422689836142,0.22673422689836142,188457.6565287971
658,0,1,50.99009323512774,3,0.0,1,1.0,0.0,149802.04475560502
623,0,0,54.55406090695751,1,0.0,1,1.0,0.30255217183569394,177715.26981712683
462,0,0,36.99091884410907,8,108205.42967107773,1,1.0,0.09049631109586675,128790.3213985348
632,0,0,39.53706025958821,2,116809.68691406045,1,0.0,0.0,147621.98640273206
665,0,1,39.104640239393525,6,116522.29814874748,2,1.0,0.2630800299241908,104339.19253938967
630,0,0,45.00720432394329,7,0.0,2,0.2756136440019554,0.7243863559980446,156075.4209538156
571,1,0,45.08511059390634,3,120806.60388338074,1,0.8104444914630595,0.0,7291.7862593312175
659,2,0,40.18538292908083,8,128453.62122329803,1,1.0,0.0,61921.757680825955
531,2,0,55.966821288743425,5,132612.34468602145,1,0.4309413365183269,0.0,167632.55449969214
597,0,0,47.55406969707373,2,0.0,1,1.0,0.0,49682.09249366594
592,0,0,42.80154227664308,6,188779.9823285302,1,0.5619782036496707,0.5619782036496707,124315.24064722683
511,2,0,39.460099795063556,4,110271.42990939923,1,1.0,0.0,5305.023361963164
704,1,0,45.15189294683647,7,101759.8877321142,1,0.4289189594937103,0.0,177639.4959284923
643,2,1,50.0,5,125969.27695397926,1,0.4144387065025531,1.0,17255.836063224197
789,1,1,35.182394126296934,2,131631.34889017744,2,0.5211737249135375,0.47882627508646247,103263.96785710152
671,2,0,50.04843992176632,9,97567.36545093641,1,1.0,0.14977713168090268,75126.37153464176
617,2,0,49.016313910300454,7,126669.66938236571,1,0.06557907264663632,0.9344209273533637,634.0241452355187
812,0,0,39.247014615281515,7,142594.73144725722,1,1.0,0.0,90948.33309251358
667,0,0,37.962543076645176,4,62722.149745364586,1,1.0,0.44028256407168653,16119.506519792107
644,1,1,41.9490084488719,1,0.0,1,1.0,0.35900076807926373,65656.19929336707
745,1,1,33.57492653250578,1,157919.91276816386,1,1.0,1.0,196116.79606189084
507,1,0,43.5671813603466,9,108387.48508477825,1,0.38805847426095696,0.0,127802.21559502777
520,0,1,41.46859347678967,4,112053.35523103928,1,1.0,0.0,16758.971842566643
499,0,0,38.0,6,0.0,1,0.0,0.6942438724876253,77805.54696439175
613,0,0,35.384060653358794,1,83858.45664595524,1,1.0,0.9271547024548003,72852.10169933451
602,1,0,49.78751448839873,2,155198.33141699262,2,0.06736030620007094,1.0,192273.69581602098
608,0,0,42.02724435359313,5,143350.08089250818,1,1.0,1.0,116738.44682259901
693,1,0,45.58538514569876,7,111799.73180723687,1,1.0,0.7926925728493779,149291.82751372675
575,1,0,46.7208558667777,6,77130.20825425113,1,1.0,0.27914413322230447,26581.021631438976
697,0,0,55.06090466362903,8,0.0,1,0.646365112123656,0.0,83695.23045266514
590,1,1,43.71959571863911,3,131846.11198702603,1,1.0,0.8733108732577283,108043.12728633535
663,0,1,46.583016312759725,2,0.0,1,1.0,0.9583559776600197,177425.41161620297
620,0,0,35.508092705941735,1,129287.011137228,2,0.16936423531391076,0.8306357646860892,8685.526624891067
651,2,0,48.144672905533355,3,109479.53185942146,1,1.0,1.0,191916.0724613525
626,2,0,38.67298018355432,8,142454.98759213337,1,1.0,1.0,166753.31416370603
555,0,0,49.43052599758205,5,125997.99247938293,1,1.0,0.5231580008059826,92191.70267361953
635,1,0,31.895470971937947,3,135189.7367619132,1,1.0,0.8744751032836424,186186.9103418817
680,1,0,40.13030007170691,4,95093.54123325567,1,0.9565666427643625,1.0,116749.04456285581
601,2,1,38.654397481501874,4,121556.90163994538,1,1.0,0.7389716084641519,23818.032913345687
553,0,0,42.74542476684507,1,158754.29722683007,1,1.0,0.12423746114084466,100795.70663080996
511,0,0,46.0,2,90804.06184573873,1,0.752345702531956,0.24765429746804402,100710.18342190245
785,2,0,48.61180647607067,4,137414.3484806881,1,1.0,0.017645160178605845,184219.67548803773
657,0,0,45.34694345111262,9,0.0,1,0.5170062832097087,0.5170062832097087,144318.16936862428
663,2,0,33.06188093354082,3,123052.74471587889,1,0.4704273192873252,0.0,103019.66627559524
653,1,0,43.982357297441794,8,111552.71503476489,1,1.0,1.0,162391.29483360876
607,1,0,50.9739333206199,2,214027.57867036547,1,0.7026066679380103,0.2973933320619897,74868.45436885169
636,1,0,40.91170418845442,4,131203.7131790306,1,0.6817248504123421,0.0,9707.05278615228
631,0,0,43.961047676476234,3,0.0,1,0.7922095352952462,0.7922095352952462,184349.21182728696
663,1,1,40.01577156892441,5,112771.71649874705,1,1.0,0.20105143792829394,95855.32990116517
495,0,0,33.590888517697586,2,207803.92986270977,1,0.19696283923252822,0.19696283923252822,49959.00173766922
708,2,0,38.39839868844667,3,122790.31568524525,1,0.4152614375728205,0.4152614375728205,33323.597784782716
601,1,0,47.13419204363859,6,131424.6624343099,1,0.28354801090964765,0.0,184917.26532869742
747,2,0,42.33528909705075,2,121850.39998457226,1,0.2838781815907132,0.7161218184092868,105039.32970301903
588,0,0,43.01355160410991,1,0.0,2,1.0,0.4822913239962101,7057.9323301426875
595,0,0,50.2328468207391,6,117069.06856207213,2,1.0,0.0,122053.83339358192
649,1,0,48.15321214596315,6,107156.21173186251,2,1.0,0.6411313090061412,30202.87709646881
642,1,0,42.7799133090845,5,45902.37969095995,1,1.0,0.3899566545422485,112850.76612047234
546,0,0,48.23503107883481,4,0.0,1,0.38248446058259433,0.38248446058259433,65826.87847616506
588,2,0,42.6542782698166,2,109094.33648537609,1,1.0,0.6954768108486167,87702.12966109528
542,0,1,38.4226117705685,6,0.0,1,1.0,0.9751404840842058,152891.92127702254
849,0,0,40.06653979750164,5,0.0,1,1.0,0.0,136983.76767862902
515,0,0,36.40954625517597,2,0.0,1,1.0,0.0,146349.0659356116
712,0,0,25.84484400760697,3,0.0,1,0.40640628680099544,0.0,164339.46084879863
686,1,0,44.430268016689446,2,157198.49621938527,1,1.0,1.0,99928.3956802247
674,0,1,44.78332667223468,9,196469.47004761017,2,0.7984842429304254,0.0,189558.49911599327
585,0,0,52.19102527341618,5,72467.04014398095,3,0.0,1.0,112266.30638012689
660,0,0,57.2663786710471,9,56060.32759117637,1,1.0,0.7554595570157007,190394.35203796448
567,2,0,37.59125449749019,5,103397.16957070731,1,1.0,0.0,194213.0927775562
653,0,0,55.33923734052887,7,0.0,2,0.660762659471133,0.0,85774.24911251558
495,0,0,41.5126089630682,1,168268.6098684479,2,1.0,0.0,50864.76293031686
689,1,1,59.018684352505204,4,111859.76382282045,1,0.4386677720315755,0.5613322279684245,34221.29790428049
553,1,0,25.365463975629876,2,150833.92971963892,3,1.0,0.7817268012185062,170708.5302055228
632,2,1,41.783090888364924,9,114032.74287070251,1,1.0,0.13045140994361804,45917.49990207498
689,1,0,40.02515562497239,4,78145.9376242617,3,1.0,0.0,119208.8101476742
588,1,0,51.38262494266944,2,77015.03040308187,1,0.0,0.15396323866650385,137203.56449972506
619,2,0,54.83036718747646,0,107649.88835026333,2,0.29464362980588177,0.29464362980588177,88833.22977913178
689,2,0,60.538168583926506,6,148285.71686418992,1,1.0,0.0,48145.48880103911
735,1,0,44.777841632794726,6,136811.0132121101,1,1.0,1.0,71927.8795266656
574,0,0,49.3217103403092,4,0.0,1,0.5913011489232447,0.0,5429.309813174693
570,0,0,48.189454445305714,2,140529.76486243785,2,0.0,0.1131590971683929,69402.49247424318
614,0,0,37.77801431124606,1,37584.12581830133,1,0.8888550983934195,1.0,177354.95181684472
715,1,0,35.33959159269146,3,113331.27625222898,1,0.0,0.0,11943.869828396439
626,0,0,43.332017151078475,9,81731.52800632243,1,1.0,0.0,19943.592778908962
542,1,0,48.27478874274375,2,102954.07209719057,1,1.0,0.5750704190854149,182796.27612638695
754,1,0,37.2012479375274,7,98102.85430737623,1,0.21341652916849352,0.7865834708315065,191505.9295482053
534,0,0,39.121016313343546,2,0.0,1,0.01728804476336321,0.9827119552366368,73666.81449438723
628,0,0,35.0,2,182250.07894569682,1,1.0,1.0,64759.20778822958
532,0,0,44.57329243735809,7,158768.93115177753,1,1.0,0.0,119902.80074683341
496,1,0,41.362570938208265,7,97167.7014075815,1,0.47410207584226693,0.0,138273.2271450578
635,0,1,33.11086747823111,1,0.0,2,0.004106202897448452,0.0,178064.92015164354
754,1,0,38.8568263416371,6,157663.91289681604,1,0.9889866416643925,0.01101335833560746,133616.67963157862
535,0,1,54.916452261896254,4,0.0,2,0.5833639625862495,0.5833639625862495,103937.23388414383
621,1,0,40.31001733483351,3,108085.22054170366,1,1.0,0.0,52931.52489604527
563,0,0,45.04653620104155,8,89650.44084972805,1,0.0,0.0,28138.521289099906
567,0,0,36.92318970868615,7,145690.18363490808,1,1.0,0.0,64727.21695328155
560,2,0,45.42303836368503,8,142697.72657565767,1,0.0,0.0,147460.6855750138
566,1,1,49.33119973114691,3,81826.42568229805,2,0.11146671147551512,0.8885332885244849,178013.1957869968
661,2,0,45.62861767468389,4,125162.4575200652,1,1.0,0.0,94405.69789152134
466,0,0,31.28553452147078,5,0.0,1,0.0,0.0,198292.28515742868
596,1,0,39.520780363318515,6,187799.63853361245,2,1.0,0.23574840193060453,44439.53709701942
735,1,0,35.36992350005032,4,117808.29035709685,1,0.0,0.0,130827.69396582764
626,1,1,45.03225019932003,2,117776.86281625042,1,0.6392954726654575,0.0,195357.65752358828
621,1,0,43.53465553202553,6,129770.32230541704,2,0.8534655532025531,0.14653444679744687,9125.713931503104
484,0,0,41.3232216084294,5,0.0,1,1.0,0.2626270279693287,130029.97248288301
730,2,0,42.293234423361945,8,98738.02088357895,1,0.11779426277300942,0.0,184309.05738728537
654,1,1,37.793343418174246,9,110356.51733714232,1,1.0,0.43388804848547946,179113.08470201545
646,1,0,34.2331798966961,3,124166.88199144373,2,1.0,1.0,57668.776077062445
728,0,0,61.99602501486471,4,140549.53141549294,1,0.9997515634290444,0.0,30991.052046289136
473,0,0,41.375344012401904,3,90922.78459530894,1,1.0,0.0,139548.64890412145
686,0,0,41.37020536284559,5,169798.12760800624,1,0.8858162197628678,0.8858162197628678,152959.7823556757
719,2,0,55.963362555141636,3,162013.36447140618,1,0.518318722429183,0.0,8630.414620018873
675,1,0,43.0,6,81613.51051878755,1,0.0,0.41265220875697206,2428.3818961249117
631,0,0,62.432103924357484,7,0.0,1,0.0,1.0,13200.026221193395
746,1,0,33.33397529239766,2,161599.97676875797,1,0.0,1.0,153418.32865000438
572,2,1,47.70231911053847,4,99071.90416352954,1,1.0,0.1755797776346163,195929.07189399283
557,2,0,39.15907328458844,7,103670.61314949697,1,0.17755791971322277,1.0,186452.3934630002
720,0,0,50.388175621516545,2,0.0,1,0.08483286202544504,1.0,144076.36975282946
732,1,1,35.117259764338385,3,0.0,2,1.0,0.0,164223.6247710033
677,0,1,38.0,8,69213.73768241428,1,1.0,1.0,66675.74018537028
644,1,1,34.61631250055324,2,113551.81686185407,1,1.0,0.0,32619.203881176538
650,0,0,53.212784440431335,3,0.0,1,0.39817365136695215,0.0,84574.5942020565
